1.793090201519980553e+01,1.624082371304974570e+00,-1.704656924126375817e+00,-6.467372408998695033e-02,-6.190412528125750491e-01,3.262479499641306457e-01,-1.434201840235928976e-02,1.782971479052520569e-01,3.566531135922385021e-01,1.265486562579311025e-01,-5.334466876552620418e-01,2.201575853216873047e-01,-4.428849455264933233e-01,3.076351285536613189e-02,2.537980414294228049e-01,-3.103781316055327366e-01
1.793090201519980553e+01,1.624082371304974570e+00,-1.704656924126375817e+00,-6.467372408998695033e-02,-6.190412528125750491e-01,3.262479499641306457e-01,-1.434201840235928976e-02,1.782971479052520569e-01,3.566531135922385021e-01,1.265486562579311025e-01,-5.334466876552620418e-01,2.201575853216873047e-01,-4.428849455264933233e-01,3.076351285536613189e-02,2.537980414294228049e-01,-3.103781316055327366e-01
1.812771616127913177e+01,7.413646787562471197e-01,-2.027450361034234927e+00,2.773598364815735295e-01,-4.349250887935324772e-01,2.421374329128549718e-01,7.519204524307417092e-02,-1.801798754404939640e-01,-1.073832242859742853e-01,1.733764646396200870e-01,-1.206922463365679876e+00,5.519249075791813341e-01,1.061285362918047842e-01,1.944761533209021231e-01,-4.337676857834928956e-01,-5.191221112137238691e-01
1.213557096222551479e+01,5.643560165098591597e+00,5.055830679802673228e-02,-1.789612134658688181e+00,-6.766945948079741147e-01,-1.313627439768995320e+00,-7.147316923320131687e-01,7.526962531813857771e-01,-2.353228071442827751e-01,3.640057842112618958e-01,-8.676337441454639032e-01,4.045172797600256609e-01,-8.248272839652777133e-01,-1.975891750479323028e-01,-9.109258929204791522e-02,-1.043129998311750795e+00
1.842239104638164804e+01,1.667616389729396964e+00,-3.417360586728338756e+00,5.164881593770430657e-01,-4.345840543190566674e-01,6.617322695405268851e-01,2.194477448741235237e-01,-4.723613953244663044e-01,3.823735824300996539e-02,1.410022685183173197e-01,-1.186463612719555805e+00,8.839079409591731329e-01,-3.942505280671274037e-01,-8.351511419887285015e-02,-5.381811460188133944e-01,-8.794203968467498855e-01
1.812775157488163202e+01,2.564745166208615146e+00,-3.178450848339428703e+00,2.779481233711164068e-01,-7.052667253913998957e-01,8.763605099493146922e-01,1.396602898644807439e-02,1.902750755043805531e-01,4.514817614960852099e-01,-8.141966667424896942e-01,-6.110301281954452213e-01,-3.778384912945063623e-01,-1.278655059673658334e+00,-4.226633591448944460e-01,5.003772429265126442e-01,-6.926858451586029863e-01
9.482054471698061704e+00,-3.772206074541932797e+00,-3.632467369484231323e+00,2.312856875493580322e+00,-9.792197300855764661e-03,2.681956263587114808e+00,1.292291077388966869e+00,5.471372964401109984e-01,9.163750255678266843e-01,-6.593198170452260198e-01,-5.560936236615636741e-01,-1.699159883265286830e-01,-7.199468878248230785e-01,-2.614978729101594679e-01,-1.265787680019063721e-01,-2.174524236722799042e-01
1.797029198531665628e+01,9.315829326903412033e-01,-2.999675567859014347e+00,6.091241680352540433e-01,-1.540483423287157261e-01,8.740151884743023736e-01,2.516117004246236077e-01,-3.850711362182192565e-01,1.268782962082629640e-01,-1.948933623231738910e-01,-7.743103613227431126e-01,4.992757971699069430e-01,-1.099642589943579107e+00,-3.169889984479832834e-01,-3.684434660773142634e-01,-1.104152092538562169e+00
1.843734836081871720e+01,1.769383246370684004e+00,-1.597850868624574261e+00,-1.923424598939403596e-01,-9.883509627584831092e-01,5.379277381494406152e-01,3.830241842048762724e-01,-7.744759996103934840e-01,4.514131396965926496e-02,2.321665098597752164e-01,2.488556329472428053e-01,6.409557875818063799e-01,1.347774629676249357e-02,4.788112328363692272e-01,-6.376296855126799279e-02,3.618318977058070374e-01
1.815700320710777760e+01,2.476460430285259307e+00,-1.485100107907274980e+00,-3.974875711649179522e-01,-1.308615230289182474e+00,1.479918615879707577e-01,1.737447079111149595e-01,7.400262568191753876e-02,2.172433740845007566e-01,1.954871158976058398e-01,-3.234676450658283131e-02,1.561832935475790558e-02,2.504701416209472731e-01,2.124127876513013102e-01,1.457421220819709318e-01,4.238695361671545037e-01
1.849633343463823110e+01,-1.068196790453681544e+00,-3.779672271832450470e-01,1.350451499340496742e-01,1.916550811219931982e-01,7.195863424896203897e-01,5.496215706337208573e-01,3.630003336823174331e-01,-6.068440242219904635e-01,1.839806006785573989e-01,-2.119434919005478424e+00,6.342383054035652945e-01,-3.985326565129633791e-01,-1.230184856387922937e-01,-6.472217904631702989e-01,-6.407861040296819466e-01
