4.732744656318600973e-01,7.820042929544874788e-01,1.091630299827352824e+00,-6.841649628800072769e-01
4.732744656318600973e-01,7.820042929544874788e-01,1.091630299827352824e+00,-6.841649628800072769e-01
7.412116916428098667e-01,6.820371957715573030e-01,1.173460715659562004e+00,-7.089882431633391935e-01
4.206705319131194831e-01,4.062625220078553978e-01,4.660684746573598436e-01,-6.156625654606857623e-01
6.325769343922018617e-01,4.922466466787476236e-01,1.343947535853935449e+00,-6.302901833788814301e-01
4.738264029762946916e-01,7.179112295415155387e-01,1.378737472594449232e+00,-7.176107902655675108e-01
3.129969897828129288e-01,4.050827776708221251e-01,8.810304861587987535e-01,-1.137660146148616602e-01
5.819956777079227095e-01,5.215286496802926663e-01,1.200979997918822484e+00,-4.017736281930124886e-01
7.139010417183552226e-01,1.185586495016007769e+00,1.129439768435834379e+00,-8.381191025034199216e-01
6.865047554224248394e-01,8.994846277039479920e-01,1.010200156638023650e+00,-7.246124331482935998e-01
9.368102340618094104e-01,8.700288970448624148e-01,1.079665749177333822e+00,-2.546827882723839975e-01
7.830037842350296984e-01,7.392712392739343441e-01,3.480833339961429962e-01,-1.802003192685225630e-01
6.512973355617197591e-01,7.846622343243293551e-01,5.143174838679019922e-01,-3.795642420210225687e-01
5.906342404382161071e-01,4.816514286781838350e-01,4.782716933323961639e-01,-3.369778499567800956e-01
6.845025428665120204e-01,4.833707740998398061e-01,5.816204796329605964e-01,-2.605855720831142808e-01
6.845025428665120204e-01,4.833707740998398061e-01,5.816204796329605964e-01,-2.605855720831142808e-01
3.723115869400329681e-01,4.062543326453263992e-01,1.032428095021499015e+00,-5.167867732227715560e-01
7.918932527321371762e-01,6.445982029159462723e-01,5.561088839148514706e-01,-2.016888899725910733e-01
5.851383434980039766e-01,8.260836710971238839e-01,6.751322430161592614e-01,-5.168210113028176567e-01
9.469456159554047181e-01,8.404282735518078251e-01,2.926358217980640219e-01,-3.418750209521496664e-01
5.508778879856741639e-01,8.932918511588761046e-01,5.966655907660566305e-01,-3.089101611026249805e-01
2.734698192772729852e-01,1.275372383424397293e+00,4.246809550555030732e-01,-4.256318700951497447e-01
6.545420234903810419e-01,1.226068709462801332e+00,8.738705497456095150e-01,-5.567530313667076181e-01
3.533079818301937958e-01,6.333711629124655351e-01,5.300405566036823224e-01,-4.922915313070781451e-01
5.599157699866840199e-01,1.109927756472057769e+00,9.518660774491095600e-01,-2.844110661236930460e-01
5.599157699866840199e-01,1.109927756472057769e+00,9.518660774491095600e-01,-2.844110661236930460e-01
9.652250863720315821e-02,3.397042408027055593e-01,7.834759557332120483e-01,-2.802134822935402614e-01
4.914244952880928441e-01,1.216876339724033196e+00,9.354077677496799303e-01,-3.689827710675890327e-01
5.528111527953251114e-01,1.100917169586253408e+00,8.168638774222015675e-01,-1.611299697296522115e-01
7.266674084159389091e-01,1.024767547935198309e+00,6.126589992880689950e-01,-3.756119107613183350e-01
6.847201209518488652e-01,6.533443697620943125e-01,9.244998814093271511e-01,-6.537558702185545245e-01
1.867259938001572805e-01,5.353470193120546394e-01,6.360847446440820452e-01,-7.539174385943252510e-01
4.775850037996844932e-01,5.056913885707120526e-01,1.016126729811115625e+00,-2.864395713722327486e-01
4.456655443209029399e-01,8.842038468328641265e-01,1.031918443452299439e+00,-7.224926831942951599e-01
2.912484087015193568e-01,7.375078837513161512e-01,1.287928164696114042e+00,-5.448090850170412835e-01
1.955171343508514126e-01,5.508339379588111928e-01,1.289238829520486185e+00,-3.385191560462500471e-01
1.725881513569731962e-01,3.267662786296088306e-01,9.664604548968619424e-01,-3.324403658382223403e-01
1.955171343508514126e-01,5.508339379588111928e-01,1.289238829520486185e+00,-3.385191560462500471e-01
2.419686317658266417e-01,7.331039439774493793e-01,9.349253059837043800e-01,-6.334563798659558209e-01
5.420049114506908516e-01,4.860865528534951130e-01,9.666042719893355173e-01,-5.118597641685858068e-01
6.141709786496234447e-01,5.868263481175993723e-01,-2.626172827085055950e-01,-3.668253931210153640e-01
8.194078469951948662e-01,2.975739404783884767e-01,-3.659086254005561312e-02,1.066362441798849037e-01
7.461232234557960696e-01,5.130683943042412265e-01,4.909366436169393388e-02,-3.257794593208929168e-01
6.939803674607440964e-01,4.883260944845653206e-01,-1.642085207572868966e-01,-5.086443972768255328e-01
6.498361368539675720e-01,5.256916695320594801e-01,3.531118358267898438e-02,-4.128038287582592170e-01
8.179983233368873785e-01,5.302165342079291355e-01,8.249738162713260436e-02,-2.741299951703321525e-02
4.802468871273096740e-02,1.996006532229765984e-01,7.128732887121814743e-01,-2.962620384535885609e-01
5.419327976754678700e-01,4.688526842733022337e-01,1.104698994632622999e-01,-4.598838248688596475e-01
7.843631568462606785e-01,4.647933488295530879e-01,9.612252587918410085e-02,-1.413178374657853564e-01
7.250803504751921480e-01,4.926446671605131389e-01,1.255255371569394818e-01,-2.062120357373271040e-01
9.250631205146435665e-01,8.883388844595418998e-01,1.320795790266102721e+00,-8.424360957665517624e-01
2.926755884647139760e-01,7.368567003946595584e-01,7.969357128602855278e-01,-4.213192410238333352e-01
5.174543365946095985e-01,5.311478176666580842e-01,8.645074718262590885e-01,-5.764503003287447802e-01
6.742246215763361139e-01,8.667010452668278964e-01,4.563192967220268681e-01,-5.635721461899665385e-01
8.545100280121690206e-01,8.076763366728962890e-01,9.602410873601479047e-01,-3.824802129044560517e-01
8.545100280121690206e-01,8.076763366728962890e-01,9.602410873601479047e-01,-3.824802129044560517e-01
3.904825143023173961e-01,8.297450278308191596e-01,9.461887449529347016e-01,-5.834230360161311024e-01
6.658894666039505417e-01,7.980242443806593311e-01,7.943780424079913693e-01,-3.105895120469625015e-01
3.790874273516537940e-01,5.057108458167428600e-01,8.720344389908361027e-01,-4.659841685974660530e-01
4.960634341001248782e-01,6.337482058746737312e-01,7.836898713028942476e-01,-4.835753939809759316e-01
2.667189462399718880e-01,5.028151668375463457e-01,2.365639198018560097e-01,-4.182091194500436870e-01
8.279153736344241343e-01,3.087488620572265141e-01,7.790801712172545912e-01,-2.651730812608801280e-01
5.781127138063094639e-01,5.299012350307635844e-01,1.048092823732694967e+00,-2.833231799194717571e-01
2.204292720438811581e-01,9.382535224406374219e-02,2.058039682376511526e-01,-5.031136345901600082e-01
5.433757338743658849e-01,6.749946146230736410e-01,6.028289799807964311e-01,-2.442158761419401525e-01
5.433757338743658849e-01,6.749946146230736410e-01,6.028289799807964311e-01,-2.442158761419401525e-01
1.269235482136421567e-03,4.506178627634361833e-01,2.826925548643892672e-01,-5.547816287179524464e-02
7.022539924819738433e-01,2.627343136831626347e-01,8.026944368087082227e-01,-5.022851272367715447e-01
5.560459431985580459e-01,4.618771103009295942e-01,7.090084223799130170e-01,6.908117915095263184e-02
6.394583846341322930e-01,8.509005600118068058e-01,2.365599273139840364e-01,-6.467241690802674747e-02
7.358748254118548937e-01,7.606453288679948521e-01,1.165846493385073845e+00,-3.683658588337667683e-01
7.357752941256068269e-01,7.058401811744445808e-01,5.315288040379767542e-01,-4.495474927012182431e-01
4.806287772197881947e-01,6.338112641243343059e-01,5.711339526670559108e-01,-7.029266307796883106e-01
1.132000990010332719e+00,9.375890269584338244e-01,5.700390811256170753e-01,-4.068020337216257665e-01
